paper_type,revenue,returned_at,review,shipping_address,shipping_latitude,shipping_longitude,shipping_mode,order_id,purchased_at,status,cancelled_at,product_id,product_name,price,discount,shipping_cost,quantity,business_size,payment_cycle,account_id,account_name,order_contact_name,order_contact_email,account_manager,days_to_close,shipping_city,shipping_state,shipping_zip,shipping_region,days_to_ship,reviewed_at,rating,index,Sentimental Analysis
Cardstock,590.4,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",60864 Bluejay Parkway,,,REGULAR,16ea7e75-733e-4140-b3b6-05450124163c,09-08-2021 02:30,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,160,905,WEEK,60906229fc13ae0a6b000177,"Ritchie, Gerlach and Predovic",Lolly Cat,lolly@ritchie.com,Kevin Malone,51,New Jonaston,WY,212,West,10,29-08-2021 07:32,3,4,Negative
Printer,1846.6,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",3724 Bluejay Street,38.78208,-81.328691,REGULAR,1bc4f661-8f64-46c4-83da-cf0e47253cd3,26-06-2021 22:31,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,140,91,MONTH,60906229fc13ae0a6b0003c2,Heidenreich Group,Stu Bull,stu@heidenreich.com,Dwight Schrute,6,O'Connerfurt,MT,25278,West,7,27-07-2021 21:19,3,12,Negative
Copy,43170,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",298 Mallory Street,27.974876,-82.745121,EXPRESS,45329096-e5de-417e-a9c5-0989c5c1b4aa,11-03-2021 01:22,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,30,667,ANNUAL,60906229fc13ae0a6b000207,"Renner, Stokes and Hickle",Klaus Bear,klaus@renner.com,Oscar Martinez,89,Toniburgh,WV,33765,South,5,31-03-2021 08:05,3,4,Negative
Multipurpose,72120,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",9 Miller Way,39.296292,-114.976004,EXPRESS,45527739-848f-4bb7-8a36-29e1ea0cdd1e,19-09-2021 17:50,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,40,410,ANNUAL,60906229fc13ae0a6b000380,Mosciski Inc,Henry Frog,henry@mosciski.com,Pam Beesly,150,East Helmerland,DE,89381,South,4,01-10-2021 20:57,3,3,Negative
Multipurpose,69002.7,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",76187 2nd Drive,35.428391,-97.640843,EXPRESS,59b7a0d6-185d-4cc4-b1f4-e99a75bbcc17,30-11-2021 21:57,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,30,2396,ANNUAL,60906229fc13ae0a6b0003e7,"Smitham, Beatty and Harvey",Genji Rabbit,genji@smitham.com,Pam Beesly,26,Lizaside,MI,73209,Midwest,1,10-12-2021 22:25,3,3,Negative
Printer,398.7,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",551 Fordem Hill,44.199973,-87.790095,REGULAR,939d2bdb-327c-4a55-889e-96c6dd89942d,11-09-2021 01:07,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,,30,704,ANNUAL,60906229fc13ae0a6b0000b0,Becker PLC,Quillson Duck,quillson@becker.com,Kevin Malone,47,Port Duane,MS,54289,South,7,07-10-2021 15:02,3,14,Negative
Cardstock,553.5,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",6827 Maryland Pass,30.560322,-97.546399,EXPRESS,b0185f54-a60d-4f9b-8e43-29d5247d9d56,03-10-2021 22:35,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,100,150,115,MONTH,60906229fc13ae0a6b00017e,Adams-Goyette,Kiki Cat,kiki@adams-goyette.com,Dwight Schrute,3,Lennahaven,MI,78634,Midwest,3,20-10-2021 19:14,3,2,Negative
Copy,57560,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",64323 Morning Center,41.57021,-71.626993,EXPRESS,b15ca0a5-40a4-42d7-ad03-2f765fe137d8,28-04-2021 07:20,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,40,746,ANNUAL,60906229fc13ae0a6b000134,"Langworth, Hirthe and Abbott",Chevre Goat,chevre@langworth.com,Pam Beesly,35,Ortizchester,HI,2822,West,5,25-05-2021 05:39,3,9,Negative
Multipurpose,17438.4,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",26 Erie Street,42.984505,-88.765614,REGULAR,b51a7534-580e-424d-859d-66ad0de93591,25-10-2021 23:25,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,,160,619,BIWEEK,60906229fc13ae0a6b00032b,Shields-Botsford,Maggie Pig,maggie@shields-botsford.com,Ryan Howard,137,Lake Anyamouth,DE,53549,South,5,24-11-2021 18:52,3,10,Negative
Kraft Roll,712,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",94 Pawling Lane,43.259333,-83.55025,EXPRESS,d6f9d49d-5c01-4bfa-936d-6aff0f715de5,30-10-2021 14:36,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,3.56,100,20,405,ANNUAL,60906229fc13ae0a6b000074,Gleichner-Cole,Francine Rabbit,francine@gleichner-cole.com,Andy Bernard,139,Jensenville,HI,48746,West,6,14-11-2021 08:36,3,15,Negative
Cardstock,184.5,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",795 Trailsway Point,36.940696,-90.485325,REGULAR,e12053d0-e56c-4c5e-864c-6eff271fa593,02-08-2021 00:41,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,50,361,WEEK,60906229fc13ae0a6b000086,"Feest, Lind and Gaylord",Knox Chicken,knox@feest.com,Andy Bernard,101,Lake Lilyberg,MT,63990,West,9,24-08-2021 23:29,3,4,Negative
Multipurpose,14074.2,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",8 Schurz Hill,37.73616,-82.273932,REGULAR,e52a48f6-c17b-4125-8e0d-c22aba1674f4,01-02-2021 13:52,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,180,912,WEEK,60906229fc13ae0a6b000098,"Boyle, Hauck and Funk",Egbert Chicken,egbert@boyle.com,Andy Bernard,115,Coleport,MI,25664,Midwest,4,02-03-2021 15:33,3,3,Negative
Cardstock,332.1,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",07 Schiller Center,30.54842,-90.480881,EXPRESS,e77a669b-4364-49fa-ad9a-6eb7841dd541,17-07-2021 05:33,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,100,90,357,BIWEEK,60906229fc13ae0a6b000102,"Grant, Hoeger and Walter",Boomer Penguin,boomer@grant.com,Kelly Kapoor,11,Port Kennashire,TX,70451,South,4,31-07-2021 15:38,3,15,Negative
Kraft Roll,6408,,This place has remained the same for 20 years. No innovation in the paper industry whatsoever.,073 Old Gate Trail,40.67383,-74.226408,EXPRESS,b8f7863b-c128-4349-bc65-49d5c953d969,17-02-2021 14:48,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,6.05,100,180,169,MONTH,60906229fc13ae0a6b0001af,Wilderman and Sons,Pancetti Pig,pancetti@wilderman.com,Dwight Schrute,32,South Wilfredmouth,SD,7288,Midwest,2,12-03-2021 06:53,2,5,Negative
Cardstock,12032.3,,This was our first time ordering with Dundler Mifflin and I will have to say that this will be our last. Our sales rep just would not leave us alone.,9 Mcbride Trail,40.738693,-78.060782,REGULAR,03cec008-822e-4e18-86ef-27f76da59786,31-05-2021 18:12,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,5.16,,70,4489,ANNUAL,60906229fc13ae0a6b000188,"Davis, Stiedemann and Botsford",Norma Cow,norma@davis.com,Dwight Schrute,137,Ziemannmouth,GA,16877,South,7,21-06-2021 03:34,1,14,Negative
Copy,57560,,This was our first time ordering with Dundler Mifflin and I will have to say that this will be our last. Our sales rep just would not leave us alone.,19 Mcbride Court,,,REGULAR,6214f000-1e76-49f7-b317-ac3ffb5d667b,01-01-2021 20:00,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,,40,413,ANNUAL,60906229fc13ae0a6b0001c5,"Block, Schroeder and Kassulke",Antonio Anteater,antonio@block.com,Dwight Schrute,33,Haileyland,TX,319,South,7,17-01-2021 06:33,1,6,Negative
Multipurpose,270450,,This was our first time ordering with Dundler Mifflin and I will have to say that this will be our last. Our sales rep just would not leave us alone.,3946 Hanover Point,33.667778,-86.892599,EXPRESS,64806d0d-472e-4ebe-9343-36c25daab5cd,24-02-2021 17:08,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,150,234,MONTH,60906229fc13ae0a6b000182,"Hegmann, O'Hara and Watsica",Sterling Eagle,sterling@hegmann.com,Dwight Schrute,125,Davisside,HI,35117,West,6,24-03-2021 18:49,1,7,Negative
Multipurpose,184007.2,,This was our first time ordering with Dundler Mifflin and I will have to say that this will be our last. Our sales rep just would not leave us alone.,628 3rd Pass,37.424141,-83.053988,EXPRESS,6ecb2295-64b4-4731-a2d9-0fa9bc57cc1f,12-01-2021 22:23,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,80,2210,ANNUAL,60906229fc13ae0a6b000210,Hodkiewicz Group,Pinky Bear,pinky@hodkiewicz.com,Dwight Schrute,32,South Annabelle,OK,41772,South,5,24-01-2021 22:51,1,10,Negative
Multipurpose,1979.7,,This was our first time ordering with Dundler Mifflin and I will have to say that this will be our last. Our sales rep just would not leave us alone.,3 Cherokee Plaza,40.42361,-79.889803,EXPRESS,af155586-1bf0-4efa-870a-be97bbe4acc5,27-06-2021 01:12,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,11.88,100,30,50,MONTH,60906229fc13ae0a6b000221,"McClure, Cole and Beahan",Maggie Pig,maggie@mcclure.com,Dwight Schrute,4,O'Reillyfort,WV,15218,South,3,12-07-2021 18:00,1,2,Negative
Printer,1594.8,,This was our first time ordering with Dundler Mifflin and I will have to say that this will be our last. Our sales rep just would not leave us alone.,51808 Farragut Road,33.912246,-118.236773,REGULAR,ff8193a7-dc36-43c2-af77-273cc64c4cd7,29-12-2021 01:29,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,,120,766,WEEK,60906229fc13ae0a6b0002a7,"Predovic, Wunsch and Spencer",Gladys Ostrich,gladys@predovic.com,Dwight Schrute,43,South Elinore,UT,90222,West,8,08-01-2022 22:51,1,14,Negative
Multipurpose,126210,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,7 Comanche Junction,39.254453,-120.022185,REGULAR,1490d875-c1c1-49e7-9c43-8581b8a1784b,30-11-2021 04:30,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,,70,460,WEEK,60906229fc13ae0a6b00037b,"Thiel, Prosacco and Towne",Knox Chicken,knox@thiel.com,Phyllis Vance,21,East Ellenbury,NY,96144,Northeast,2,12-12-2021 16:58,5,4,Positive
Cardstock,3437.8,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,180 Anniversary Alley,40.26491,-81.731281,EXPRESS,1fe6ca25-b076-4571-be8c-b680c308e022,23-11-2021 18:27,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,27.5,100,20,3724,ANNUAL,60906229fc13ae0a6b000218,"Hirthe, Russel and Ruecker",Gonzo Koala,gonzo@hirthe.com,Kevin Malone,38,Mariloufurt,CA,43893,West,5,14-12-2021 03:34,5,5,Positive
Multipurpose,14856.1,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,557 Manitowish Plaza,38.972676,-94.874826,EXPRESS,3ccb45dc-b662-4c3f-b8d3-f81d4fbc77f1,11-10-2021 12:38,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,190,320,MONTH,60906229fc13ae0a6b00036f,Sauer-Swift,Astrid Kangaroo,astrid@sauer-swift.com,Pam Beesly,65,Port Marleneland,AL,66292,South,3,27-10-2021 21:59,5,6,Positive
Multipurpose,9238.6,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,040 West Plaza,38.432498,-99.047255,EXPRESS,46c5836f-17bf-4773-a657-92ce65c692a3,08-10-2021 09:25,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,9.9,100,140,349,BIWEEK,60906229fc13ae0a6b0000cb,Lemke-Marks,Diva Frog,diva@lemke-marks.com,Angela Martin,27,Lindgrenview,GA,67511,South,3,27-10-2021 01:01,5,4,Positive
Kraft Roll,11398.1,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,54 Kingsford Point,39.525009,-119.913718,EXPRESS,532ad91c-6760-493a-b5ed-3f9187a21d50,28-03-2021 15:59,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,11.4,100,190,423,BIWEEK,60906229fc13ae0a6b000039,Purdy and Sons,Jay Bird,jay@purdy.com,Phyllis Vance,69,Bednarport,AZ,89602,West,7,09-04-2021 00:09,5,15,Positive
Multipurpose,4691.4,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,39334 Grim Alley,41.915455,-71.449815,EXPRESS,57a9df6b-b39a-44b1-8af0-5e8b7649ccba,29-04-2021 08:04,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,60,894,ANNUAL,60906229fc13ae0a6b00032f,Grimes PLC,Pecan Squirrel,pecan@grimes.com,Ryan Howard,124,North Cara,OK,2868,South,3,16-05-2021 03:16,5,15,Positive
Kraft Roll,3599.4,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,15107 Cascade Terrace,45.743008,-110.225288,EXPRESS,77acb3f2-5fdb-48cb-8042-74c9c0b0c98d,19-10-2021 03:25,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,4.8,100,60,991,ANNUAL,60906229fc13ae0a6b0000c3,"Harvey, Ankunding and Maggio",Gayle Alligator,gayle@harvey.com,Angela Martin,62,North Liliana,CT,59084,Northeast,0,31-10-2021 05:20,5,7,Positive
Multipurpose,144240,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,188 Oak Avenue,41.582027,-90.336731,REGULAR,806b71b3-f8a3-4320-8de6-6ebe3f3555e2,15-10-2021 13:21,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,,80,736,WEEK,60906229fc13ae0a6b00009a,Nolan and Sons,Nibbles Squirrel,nibbles@nolan.com,Andy Bernard,82,Bahringerchester,AL,61278,South,7,09-11-2021 02:33,5,12,Positive
Cardstock,3437.8,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,20785 Stephen Street,42.028057,-87.810967,EXPRESS,86166126-2548-40a8-8f8e-85c17588a10a,30-07-2021 16:18,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,22.35,100,20,4667,ANNUAL,60906229fc13ae0a6b0003d6,Kirlin-Heller,Rudy Cat,rudy@kirlin-heller.com,Oscar Martinez,65,Mertzville,FL,60785,South,5,15-08-2021 23:30,5,2,Positive
Multipurpose,299011.7,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,9771 Mayfield Pass,41.007962,-76.811043,REGULAR,90b68ed8-8971-444a-8052-b8d2a60b6da8,31-10-2021 00:26,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,130,4091,ANNUAL,60906229fc13ae0a6b0000d2,Cummerata and Sons,Tipper Cow,tipper@cummerata.com,Ryan Howard,105,Hegmannchester,CO,17847,West,9,22-11-2021 06:55,5,9,Positive
Multipurpose,230009,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,857 Milwaukee Road,33.658512,-87.815637,REGULAR,966e95f3-2fce-4954-a77b-a1dfe77139a7,20-05-2021 22:48,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,100,1812,ANNUAL,60906229fc13ae0a6b00039a,Casper Group,Dotty Rabbit,dotty@casper.com,Oscar Martinez,128,Lake Carolannebury,ME,35556,Northeast,2,05-06-2021 15:51,5,6,Positive
Cardstock,738,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,90 Randy Street,37.012031,-79.757851,REGULAR,ab35b797-ae34-4fcd-84f1-ff2c38fb809a,03-01-2021 17:02,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,200,668,BIWEEK,60906229fc13ae0a6b0002cd,"Ernser, Greenfelder and Upton",Ken Chicken,ken@ernser.com,Angela Martin,110,Cummerataton,MI,24092,Midwest,4,15-01-2021 22:19,5,12,Positive
Multipurpose,230009,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,709 Stephen Drive,34.958495,-78.896848,REGULAR,c419ba4d-9626-469a-b2be-67cb647b8b2c,25-03-2021 18:26,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,100,2001,ANNUAL,60906229fc13ae0a6b00003d,"Greenholt, Goldner and McDermott",Ankha Cat,ankha@greenholt.com,Phyllis Vance,52,North Antonettachester,AL,28306,South,7,21-04-2021 13:38,5,3,Positive
Printer,1846.6,,We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from,1 Kennedy Point,41.84493,-72.740951,EXPRESS,fb2d1e44-ced4-4a45-a8b3-fe5f9a0e85e2,06-04-2021 15:24,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,100,140,158,MONTH,60906229fc13ae0a6b0003dc,"Huels, Heaney and Metz",Croque Frog,croque@huels.com,Angela Martin,103,Brentchester,CO,6009,West,7,24-04-2021 15:24,5,14,Positive
Cardstock,258.3,,We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.,2 Manley Crossing,35.571971,-82.614729,REGULAR,2a8184ae-6f1e-4fd8-9d0e-973bef3ddfe9,27-07-2021 03:25,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,70,740,ANNUAL,60906229fc13ae0a6b0000c8,Hermiston Inc,Prince Frog,prince@hermiston.com,Angela Martin,84,New Vivianne,MT,28832,West,10,19-08-2021 14:13,4,9,Positive
Copy,71950,,We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.,590 Bunker Hill Road,41.321964,-111.976133,EXPRESS,529f281d-cb56-4cb6-b288-bba14d72c5af,25-04-2021 23:51,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,50,301,WEEK,60906229fc13ae0a6b0003e6,Cartwright PLC,Violet Gorilla,violet@cartwright.com,Pam Beesly,120,Bednarstad,OR,84472,West,5,10-05-2021 11:51,4,13,Positive
Multipurpose,11728.5,,We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.,08 Pleasure Way,31.650584,-93.618811,REGULAR,5a9871f3-4158-4942-9b08-5ba13f0017f1,10-05-2021 09:07,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,150,738,BIWEEK,60906229fc13ae0a6b000022,Konopelski Group,Gigi Frog,gigi@konopelski.com,Creed Patton,115,North Barton,UT,71583,West,7,09-06-2021 02:24,4,1,Positive
Multipurpose,17438.4,,We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.,9868 Scott Park,33.885514,-117.730164,EXPRESS,68bf1b68-c222-4b30-a867-6901ec356110,02-10-2021 07:13,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,100,160,227,MONTH,60906229fc13ae0a6b00007b,Rohan PLC,Margie Elephant,margie@rohan.com,Ryan Howard,8,D'Amoreside,VT,92956,Northeast,1,20-10-2021 03:52,4,12,Positive
Cardstock,110.7,,We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.,2329 6th Junction,37.448656,-87.467001,REGULAR,79f895dd-8562-42b0-abc8-22f3b1b3a076,05-12-2021 16:50,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,30,152,WEEK,60906229fc13ae0a6b0002b5,"Harber, Jast and Kirlin",Spork Pig,spork@harber.com,Pam Beesly,116,Heaneystad,MN,42418,Midwest,5,03-01-2022 17:33,4,8,Positive
